ODOMETRY 0 0 0
SENSOR 0 4.350555599004473 0.7941230987128955
SENSOR 1 1.935267519655774 1.8748560091194966
SENSOR 2 3.572437463281092 0.25196230389794216
ODOMETRY 0.04974678397173449 0.3186660250758971 0.06129615300358626
SENSOR 0 4.121831647146186 0.735483876681085
SENSOR 1 2.038899156824807 1.915662182392004
SENSOR 2 3.260892699689813 0.1605474452789668
ODOMETRY 0.23623301412398123 0.318086181297102 0.2562593667114157
SENSOR 0 3.8455871955871364 0.28260295219535836
SENSOR 1 2.097359846227287 1.5745131698570196
SENSOR 2 2.9438153855944136 -0.34011522486310053
ODOMETRY -0.25206578380742695 0.28441080965433885 -0.30629738719390076
SENSOR 0 3.603784640728468 0.8811911501270995
SENSOR 1 2.18669750361563 2.259043323799659
SENSOR 2 2.660623889271863 0.20884780645261714
ODOMETRY -0.1882362837009648 0.12081887451870967 -0.5988757125138546
SENSOR 0 3.5472984735590156 1.6981751478957179
SENSOR 1 2.280856503931276 3.080055608234148
SENSOR 2 2.5496337888885643 1.0142867542544574
ODOMETRY -0.5172685431433686 0.07783126815424633 5.87867461528743
SENSOR 0 3.5946069588116747 2.637262130824973
SENSOR 1 2.3509938290519 -2.295921430803841
SENSOR 2 2.54776766681107 1.9665960235486137
ODOMETRY -0.399227144650685 0.1417644223944716 -0.28943626889964946
SENSOR 0 3.7356186916397243 -2.953278483446006
SENSOR 1 2.4001415348934203 -1.6632433157830129
SENSOR 2 2.6508303116815912 2.6927178771362046
ODOMETRY -0.020095821419013227 0.2612668845717208 -0.08794780049270035
SENSOR 0 3.991598116137397 -2.8587780491657147
SENSOR 1 2.4330228536440774 -1.6625082370682724
SENSOR 2 2.890487547990726 2.838350334752846
ODOMETRY -0.14439545736568982 0.2295623052245644 -0.028107183739400687
SENSOR 0 4.2016053081455205 -2.7089151871819714
SENSOR 1 2.4317638783527795 -1.5844163693991873
SENSOR 2 3.117371236886464 3.0225015454317443
ODOMETRY -0.003953273212915942 0.338860721733851 -0.06457381556270869
SENSOR 0 4.510951369595011 -2.672160661337353
SENSOR 1 2.4585022477896756 -1.654155147193289
SENSOR 2 3.454207726264708 3.102299053031963
ODOMETRY -0.2122873653297237 0.2741698619534115 -0.2603300344038675
SENSOR 0 4.726999763850885 -2.2360994028063392
SENSOR 1 2.4384576442237518 -1.2932726761147717
SENSOR 2 3.7245842915800313 -2.7209399928483196
ODOMETRY -0.3209263188360336 0.22973212025540787 -0.4075291929963255
SENSOR 0 4.809423531679551 -1.5526215406275976
SENSOR 1 2.3168232880060002 -0.6468346001025793
SENSOR 2 3.897079992202923 -2.03231284103814
ODOMETRY -0.3614677195807958 0.2649971806206751 -0.36143407823800167
SENSOR 0 4.717643515963707 -0.8819153838045151
SENSOR 1 2.063891640298608 0.03991438865284325
SENSOR 2 3.9323981519426443 -1.3765125853582065
ODOMETRY -0.23161104003500338 0.2863436692589621 -0.05641604580298848
SENSOR 0 4.49308841761116 -0.6324817310382596
SENSOR 1 1.789687277260144 0.3708659176634099
SENSOR 2 3.823002981894001 -1.1567478194169654
ODOMETRY 0.21885221036536726 0.3028527189687553 0.12726888274945566
SENSOR 0 4.299553000367227 -1.0316084363637597
SENSOR 1 1.4910324608713896 0.055507330732687876
SENSOR 2 3.775968379400524 -1.581632506395794
ODOMETRY 0.021315674075926255 0.44443802688032935 0.021047911532566636
SENSOR 0 4.0977775704417265 -1.1683487168831421
